Oyuncu,OynadigiOyunSayisi,OynadigiDakika,OyunBasinaSayi,NormalAtisSayisi,NormalAtisGirisimi,NormalAtisOrani,3lukSayilar,3lukSayiGirisimi,3lukSayiOrani,SerbestAtisSayisi,SerbestAtisGirisimi,SerbestAtisOrani,HucumRebounduSayisi,DefansRebounduSayisi,ReboundSayisi,AsistSayisi,TopCalma,Blok,TopCalma,Oyuncu 5 Sene Devam Edebilecek mi?
Tony Delk,61,14.2,5.4,2,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,0.6,0.1,1.1,EVET
Samaki Walker,43,14,5,1.9,4.3,44.4,0,0,0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.3,0.5,0.9,EVET
Todd Fuller,75,12.7,4.1,1.5,3.5,42.9,0,0,0,1,1.5,69.1,1.4,1.9,3.3,0.3,0.1,0.3,0.7,EVET
John Wallace,68,11.6,4.8,1.8,3.5,51.7,0,0.1,50,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,EVET
Derek Fisher,80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,EVET
Ray Owes,57,10.4,3.1,1.3,3.2,41.7,0,0.1,20,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.3,0.3,0.4,HAYIR
Jermaine O'Neal,45,10.2,4.1,1.5,3.4,45.1,0,0,0,1,1.7,60.3,0.9,1.9,2.8,0.2,0,0.6,0.6,EVET
Malik Rose,54,9.7,3,1.1,2.4,47.7,0,0,0,0.7,1.1,61.3,1.3,1.7,3,0.6,0.5,0.3,0.8,EVET
Brett Szabo,70,9.5,2.2,0.8,1.7,44.6,0,0,0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,HAYIR
Jerami Grant,65,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3,59.1,0.8,2.3,3,1.2,0.6,1.1,1.3,HAYIR
Darvin Ham,36,8.8,2.3,0.9,1.7,53.2,0,0,0,0.5,1,48.6,0.8,0.8,1.6,0.4,0.3,0.2,0.6,EVET
Steve Hamer,35,7.7,2.2,0.9,1.6,52.6,0,0.1,0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,HAYIR
Walter McCarty,35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,EVET
Priest Lauderdale,35,5.1,3.2,1.4,2.5,55.1,0,0,0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0,0.3,1.1,HAYIR
Damon Stoudamire,70,40.9,19,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4,9.3,1.4,0.3,3.8,EVET
Michael Finley,82,39.2,15,5.7,11.9,47.6,0.7,2.3,32.8,3,3.9,74.9,1.7,2.9,4.6,3.5,1,0.4,1.6,EVET
Jerry Stackhouse,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,EVET
Joe Smith,82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1,1,1.6,1.7,EVET
Bryant Reeves,77,31.9,13.3,5.2,11.4,45.7,0,0,0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2,EVET
Tyus Edney,80,31,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,2.5,6.1,1.1,0,2.4,HAYIR
Antonio McDyess,76,30,13.4,5.6,11.6,48.5,0,0.1,0,2.2,3.2,68.3,3,4.5,7.5,1,0.7,1.5,2,EVET
Kevin Garnett,80,28.7,10.4,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,2.2,4.1,6.3,1.8,1.1,1.6,1.4,EVET
Rasheed Wallace,65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65,1.4,3.2,4.7,1.3,0.7,0.8,1.6,EVET
Brent Barry,79,24,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81,0.5,1.6,2.1,2.9,1.2,0.3,1.5,EVET
Eric Williams,64,23,10.7,3.8,8.5,44.1,0,0.2,30,3.1,4.7,67.1,1.4,2,3.4,1.1,0.9,0.2,1.4,EVET
Kurt Thomas,74,22.4,9,3.7,7.4,50.1,0,0,0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,EVET
Ashraf Amaya,54,20.4,6.3,2.2,4.7,48,0,0,0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,HAYIR
Alan Henderson,79,17.9,6.4,2.4,5.5,44.2,0,0,0,1.5,2.5,59.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,EVET
Gary Trent,69,17.7,7.5,3.2,6.2,51.3,0,0.1,0,1.1,2,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,EVET
Loren Meyer,72,17.6,5,2,4.6,43.9,0,0.2,27.3,1,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,HAYIR
Theo Ratliff,75,17.4,4.5,1.7,3.1,55.7,0,0,0,1.1,1.6,70.8,1.5,2.5,4,0.2,0.2,1.6,0.8,EVET
Anthony Goldwire,42,14.8,5.5,1.8,4.5,40.2,0.8,2,39.8,1.1,1.4,76.7,0.2,0.8,1,2.7,0.4,0,1.5,EVET
Bob Sura,79,14.6,5.3,1.9,4.6,41.1,0.3,1,34.6,1.3,1.8,70.2,0.4,1.3,1.7,2.9,0.7,0.3,1.5,EVET
Don Reid,69,14.4,3.8,1.5,2.7,56.7,0,0,0,0.7,1.1,66.2,1.1,1.8,2.9,0.2,0.7,0.6,0.6,EVET
Jimmy King,62,14,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1,HAYIR
Shawn Respert,62,13.6,4.9,1.8,4.7,38.7,0.7,2,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,HAYIR
Shabazz Napier,51,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,0.8,0.1,1.6,HAYIR
Cherokee Parks,64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1,66.1,1,2.3,3.4,0.5,0.4,0.5,0.5,EVET
Lawrence Moten,44,13,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1,HAYIR
Greg Ostertag,57,11.6,3.6,1.5,3.2,47.3,0,0,0,0.6,0.9,66.7,1,2.1,3.1,0.1,0.1,1.1,0.4,EVET
Corliss Williamson,53,11.5,5.6,2.4,5.1,46.6,0,0.1,0,0.9,1.6,56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,EVET
Terrence Rencher,36,11.3,2.9,0.9,2.8,33,0.3,0.8,31,0.9,1.3,67.4,0.3,1,1.2,1.5,0.4,0.1,1.2,HAYIR
Chris Carr,60,9.8,4,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,EVET
Travis Best,59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,EVET
Jason Caffey,57,9.6,3.2,1.2,2.8,43.8,0,0,0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,EVET
Elijah Millsap,47,19.7,5.3,1.7,5.1,34,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.2,0.3,1.4,HAYIR
Eric Snow,43,9,2.7,1,2.3,42,0,0.2,20,0.7,1.1,59.2,0.2,0.8,1,1.7,0.7,0,0.9,EVET
Jerome Allen,41,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,HAYIR
Junior Burrough,61,8.1,3.1,1,2.8,37.6,0,0,0,1,1.5,65.6,0.7,1,1.8,0.2,0.3,0.2,0.7,HAYIR
Lou Roe,49,7.6,1.8,0.7,1.8,35.6,0,0.2,22.2,0.5,0.7,75,0.6,1,1.6,0.3,0.2,0.2,0.3,HAYIR
Marques Bragg,53,7,2.5,1,2.3,45,0,0,0,0.4,0.8,56.1,0.7,0.8,1.5,0.2,0.3,0.1,0.5,HAYIR
Todd Mundt,33,4.6,1.1,0.5,1.2,39,0,0,0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,HAYIR
Grant Hill,70,38.3,19.9,7.3,15.2,47.7,0.1,0.4,14.8,5.3,7.3,73.2,1.8,4.6,6.4,5,1.8,0.9,2.9,EVET
Glenn Robinson,80,37,21.9,8,17.6,45.1,1.1,3.4,32.1,5,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,HAYIR
Glenn Robinson,80,37,21.9,8,17.6,45.1,1.1,3.4,32.1,5,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,EVET
Juwan Howard,65,36.1,17,7,14.3,48.9,0,0.1,0,3,4.5,66.4,2.8,5.6,8.4,2.5,0.8,0.2,2.5,EVET
Tarik Black,63,19,6,2.5,4.3,57.5,0,0,0,1,1.9,55.1,2.3,3.6,5.8,0.7,0.3,0.4,0.8,HAYIR
Jason Kidd,79,33.8,11.7,4.2,10.8,38.5,0.9,3.3,27.2,2.4,3.5,69.8,1.9,3.5,5.4,7.7,1.9,0.3,3.2,EVET
Lamond Murray,81,31.6,14.1,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,4.4,1.6,0.9,0.7,2,EVET
Eddie Jones,64,31,14,5.3,11.6,46,1.4,3.8,37,1.9,2.6,72.2,1.2,2.7,3.9,2,2,0.6,1.2,EVET
Eric Montross,78,29.7,10,3.9,7.4,53.4,0,0,0,2.1,3.4,63.5,2.5,4.7,7.3,0.5,0.4,0.8,1.4,EVET
Donyell Marshall,72,29,12.6,4.8,12.2,39.4,1,3.4,28.4,2,3.1,66.2,1.9,3.7,5.6,1.5,0.6,1.2,1.6,EVET
Brian Grant,80,28.6,13.2,5.2,10.1,51.1,0,0.1,25,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2,EVET
Sharone Wright,79,25.9,11.4,4.6,9.8,46.5,0,0.1,0,2.3,3.6,64.5,2.4,3.6,6,0.6,0.5,1.3,1.9,HAYIR
Wesley Person,78,23.1,10.4,4,8.2,48.4,1.5,3.4,43.6,1,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1,EVET
Clifford Rozier,66,22.6,6.8,2.9,5.9,48.5,0,0.1,28.6,1,2.3,44.7,3,4.3,7.4,0.7,0.5,0.6,1.4,HAYIR
Jalen Rose,81,22.2,8.2,2.8,6.2,45.4,0.4,1.4,31.6,2.1,2.9,73.9,0.7,2,2.7,4.8,0.8,0.3,2,EVET
Tyler Johnson,32,18.8,5.9,2.2,5.2,41.9,0.6,1.5,37.5,1,1.5,68.1,0.4,2.1,2.5,1.3,1,0.3,0.9,HAYIR
Khalid Reeves,67,21.8,9.2,3.1,6.9,44.3,1,2.6,39.2,2.1,2.9,71.4,0.8,2,2.8,4.3,1.1,0.1,2,EVET
Chris Childs,53,19.3,5.8,2,5.3,38,0.8,2.4,32.8,1,1.4,75.3,0.3,1,1.3,4.1,0.8,0.1,1.4,EVET
Aaron McKie,45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2,0.8,0.4,0.9,EVET
Ryan Lorthridge,37,18.2,7.4,2.9,6,47.5,0.1,0.4,21.4,1.5,2.4,64.8,0.6,1.3,1.9,2.7,0.8,0,1.5,HAYIR
Derrick Alston,64,16.1,4.7,1.9,4,46.5,0,0.1,0,0.9,1.9,49.2,1.5,1.9,3.4,0.5,0.6,0.6,0.8,HAYIR
Anthony Tucker,62,15.8,3.9,1.5,3.4,45.7,0,0,0,0.8,1.3,61.4,0.7,2,2.7,1.1,0.7,0.2,0.9,HAYIR
Greg Minor,63,15,6,2.5,4.8,51.5,0,0.2,16.7,1,1.2,83.3,0.8,1.4,2.2,1,0.5,0.3,0.7,EVET
Eric Piatkowski,81,14.9,7,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1.6,1,0.5,0.2,0.8,EVET
B.J. Tyler,55,14.7,3.5,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70,0.2,0.9,1.1,3.2,0.7,0,1.8,HAYIR
Eric Mobley,46,12.8,3.9,1.7,2.9,59.1,0,0,100,0.5,1,48.9,1.2,2.1,3.3,0.5,0.2,0.6,0.5,HAYIR
Monty Williams,41,12.3,3.3,1.5,3.2,45.1,0,0.2,0,0.4,0.9,44.7,1,1.4,2.4,1.2,0.5,0.1,1,EVET
Anthony Miller,46,11.5,4.1,1.5,2.9,53,0,0.1,40,1,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,EVET
Howard Eisley,49,11.3,2.4,0.8,2.5,32.8,0.2,0.8,24.3,0.6,0.8,77.5,0.2,0.7,1,1.9,0.4,0.1,1,EVET
Bill Curley,53,11.2,2.7,1.1,2.5,43.3,0,0,0,0.5,0.7,75,1,1.3,2.3,0.5,0.4,0.4,0.5,EVET
Jamie Watson,60,11.2,3.3,1.3,2.5,50,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1,1.2,1,0.6,0.2,0.8,HAYIR
Tony Dumas,58,10.6,4.6,1.7,4.3,38.4,0.4,1.3,30.1,0.9,1.3,64.9,0.6,0.5,1.1,1,0.2,0.1,0.9,HAYIR
Dickey Simpkins,59,9.9,3.5,1.3,3.1,42.4,0,0,0,0.8,1.2,69.4,1,1.5,2.6,0.6,0.2,0.1,0.8,EVET
Jim McIlvaine,55,9.7,1.7,0.6,1.3,47.9,0,0,0,0.5,0.7,68.3,0.7,1.2,1.9,0.2,0.2,1.1,0.3,EVET
Dwayne Morton,41,9.6,4.1,1.2,3.1,38.8,0.2,0.6,36,1.4,2.1,68.2,0.5,0.9,1.4,0.4,0.3,0.4,0.7,HAYIR
Darrin Hancock,46,9.2,3.3,1.5,2.6,56.2,0,0.1,33.3,0.3,0.8,41,0.3,0.8,1.2,0.7,0.4,0.1,0.7,HAYIR
Tim Breaux,42,8.1,3,1.1,2.9,37.2,0.1,0.6,24,0.8,1.2,65.3,0.4,0.4,0.8,0.4,0.3,0.1,0.4,HAYIR
Trevor Ruffin,49,6.5,4.8,1.7,4,42.6,0.8,2,38.4,0.6,0.8,71.1,0.2,0.3,0.5,1,0.3,0,1,HAYIR
Brooks Thompson,38,6.5,3.1,1.2,3,39.5,0.5,1.5,31,0.2,0.3,66.7,0.2,0.4,0.6,1.1,0.3,0.1,0.7,HAYIR
Anfernee Hardaway,82,36.8,16,6.2,13.3,46.6,0.6,2.3,26.7,3,4,74.2,2.3,3,5.4,6.6,2.3,0.6,3.6,EVET
Jamal Mashburn,79,36.7,19.2,7.1,17.5,40.6,1.1,3.8,28.4,3.9,5.5,69.9,1.4,3.1,4.5,3.4,1.1,0.2,3.1,EVET
Nick Van Exel,81,33.3,13.6,5.1,13,39.4,1.5,4.5,33.8,1.9,2.4,78.1,0.6,2.4,2.9,5.8,1.1,0.1,1.8,EVET
Chris Webber,76,32.1,17.5,7.5,13.6,55.2,0,0.2,0,2.5,4.7,53.2,4,5.1,9.1,3.6,1.2,2.2,2.7,EVET
Aaron Gordon,47,17,5.2,2,4.4,44.7,0.3,1,27.1,0.9,1.3,72.1,1,2.6,3.6,0.7,0.5,0.5,0.8,HAYIR
Vin Baker,82,31.2,13.5,5.3,10.6,50.1,0,0.1,20,2.9,5,56.9,3.4,4.2,7.6,2,0.7,1.4,2,EVET
Isaiah Rider,79,30.6,16.6,6.6,14.1,46.8,0.7,1.9,36,2.7,3.4,81.1,1.5,2.5,4,2.6,0.7,0.3,2.8,EVET
Lindsey Hunter,82,26.5,10.3,4.1,10.9,37.5,0.8,2.5,33.3,1.3,1.7,73.2,0.6,1.7,2.3,4.8,1.5,0.1,2.2,EVET
Chris Mills,79,25.6,9.4,3.6,8.6,41.9,0.5,1.5,31.1,1.7,2.2,77.8,1.7,3.4,5.1,1.6,0.7,0.6,1.1,EVET
George Lynch,71,24.8,9.6,4.1,8.1,50.8,0,0.1,0,1.4,2.3,59.6,3.1,2.7,5.8,1.4,1.4,0.4,1.2,EVET
P.J. Brown,79,24.7,5.7,2.1,5.1,41.5,0,0.1,16.7,1.5,1.9,75.7,2.4,3.9,6.2,1.2,0.9,1.2,0.9,EVET
Calbert Cheaney,65,24.7,12,5,10.7,47,0,0.4,4.3,1.9,2.5,77,1.4,1.6,2.9,1.9,1,0.1,1.7,EVET
Bo Outlaw,37,23.5,6.9,2.6,4.5,58.7,0,0.1,0,1.6,2.8,59.2,2.2,3.5,5.7,1,1,1,0.8,EVET
Popeye Jones,81,21.9,5.8,2.4,5,47.9,0,0,0,1,1.3,72.9,3.7,3.8,7.5,1.2,0.8,0.4,1.2,EVET
Antonio Davis,81,21.4,7.7,2.7,5.2,50.8,0,0,0,2.4,3.7,64.2,2.3,3.9,6.2,0.7,0.6,1,1.3,EVET
Allan Houston,79,19.2,8.5,3.4,8.5,40.5,0.4,1.5,29.9,1.1,1.4,82.4,0.2,1.3,1.5,1.3,0.4,0.2,1.3,EVET
Harold Ellis,49,18.8,8.7,3.2,6,54.5,0,0.1,0,2.2,3,71.1,1.9,1.2,3.1,0.6,1.5,0,0.9,HAYIR
Rodney Rogers,79,17.8,8.1,3,6.9,43.9,0.4,1.2,38,1.6,2.4,67.2,1.1,1.7,2.9,1.3,0.8,0.6,1.7,EVET
Mitchell Butler,75,17.6,6.9,2.8,5.6,49.5,0,0.1,0,1.4,2.4,57.8,1.4,1.6,3,1,0.7,0.3,1.2,EVET
Sam Cassell,66,17,6.7,2.5,5.9,41.8,0.4,1.3,29.5,1.4,1.6,84.1,0.4,1.7,2,2.9,0.9,0.1,1.4,EVET
Bryon Russell,67,16.7,5,2,4.2,48.4,0,0.3,9.1,0.9,1.5,61.4,0.9,1.8,2.7,0.8,1,0.3,0.8,EVET
Darren Morningstar,23,16,4.2,1.7,3.6,47.6,0,0,0,0.8,1.3,60,1.3,2.2,3.5,0.7,0.6,0.1,0.8,HAYIR
Markel Brown,47,16.6,4.6,1.6,4.5,36.2,0.4,1.4,26.6,1,1.2,82.5,0.3,1.9,2.3,0.8,0.7,0.3,0.6,HAYIR
Acie Earl,74,15.5,5.5,2,5,40.6,0,0,0,1.5,2.2,67.5,1.1,2.2,3.3,0.2,0.3,0.7,1,HAYIR
Lucious Harris,77,15.1,5.4,2.1,5,42.1,0.1,0.4,21.2,1.1,1.5,73.1,0.6,1.5,2,1.4,0.6,0.1,1,EVET
Scott Burrell,51,15,4.8,1.9,4.6,41.9,0,0.1,33.3,0.9,1.4,65.7,0.9,1.7,2.6,1.2,0.7,0.3,0.9,EVET
Warren Kidd,68,13,3.6,1.5,2.5,59.2,0,0,0,0.7,1.3,54.7,1.1,2.3,3.4,0.3,0.3,0.3,0.7,HAYIR
Greg Graham,70,12.7,4.8,1.7,4.4,40,0,0.4,8,1.3,1.6,83.6,0.3,0.9,1.2,0.9,0.9,0.1,0.9,EVET
Mike Peplowski,55,12.1,3.2,1.4,2.6,53.9,0,0,0,0.4,0.8,54.5,0.9,2.2,3.1,0.4,0.3,0.5,0.6,HAYIR
Terry Dehere,64,11.9,5.3,2,5.3,37.7,0.4,0.9,40.4,1,1.3,75.3,0.4,0.7,1.1,1.2,0.4,0.1,0.9,EVET
James Robinson,58,11.6,4.8,1.8,4.9,36.5,0.4,1.3,31.5,0.8,1.2,67.2,0.6,0.8,1.3,1.2,0.5,0.3,0.9,EVET
Corie Blount,67,10.3,3,1.1,2.6,43.7,0,0,0,0.7,1.1,61.3,1.1,1.8,2.9,0.8,0.3,0.5,0.8,EVET
Cleanthony Early,39,16.6,5.4,1.9,5.5,35.5,0.6,2.2,26.2,0.9,1.2,75,0.6,1.9,2.5,0.9,0.6,0.3,1,HAYIR
David Wesley,60,9,3.1,1.1,2.9,36.8,0.2,0.8,23.4,0.7,0.9,83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,EVET
Chris Whitney,40,8.5,1.8,0.6,2.1,30.5,0.3,0.8,33.3,0.3,0.4,80,0.1,0.6,0.7,1.3,0.3,0,0.9,EVET
Rex Walters,48,8,3.4,1.3,2.4,52.2,0.3,0.6,50,0.6,0.7,82.4,0.1,0.7,0.8,1.5,0.3,0.1,0.6,EVET
Darnell Mee,38,7.5,1.9,0.7,2.3,31.8,0.1,0.6,20.8,0.3,0.7,44.4,0.4,0.5,0.9,0.4,0.4,0.3,0.5,HAYIR
Josh Grant,53,7.2,3,1.1,2.8,40.4,0.3,1.2,27.9,0.4,0.5,75.9,0.5,1.2,1.7,0.5,0.3,0.1,0.6,HAYIR
Ervin Johnson,45,6.2,2.6,1,2.4,41.5,0,0,0,0.6,1,63,1.1,1.6,2.6,0.2,0.2,0.5,0.5,EVET
Brian Davis,68,5.5,1.9,0.6,1.9,31.7,0,0,33.3,0.7,1,73.5,0.3,0.5,0.8,0.3,0.2,0.1,0.3,HAYIR
Eric Riley,47,4.7,1.9,0.7,1.5,48.6,0,0,0,0.4,0.8,54.1,0.5,0.7,1.3,0.2,0.1,0.2,0.3,EVET
Shaquille O'Neal*,81,37.9,23.4,9,16.1,56.2,0,0,0,5.3,8.9,59.2,4.2,9.6,13.9,1.9,0.7,3.5,3.8,EVET
Latrell Sprewell,77,35.6,15.4,5.8,12.6,46.4,0.9,2.6,36.9,2.7,3.7,74.6,1,2.5,3.5,3.8,1.6,0.7,2.6,EVET
Christian Laettner,81,34.9,18.2,6.2,13.1,47.4,0,0.5,10,5.7,6.8,83.5,2.1,6.6,8.7,2.8,1.3,1,3.4,EVET
Tom Gugliotta,81,34.5,14.7,6,14,42.6,0.5,1.7,28.1,2.2,3.5,64.4,2.7,6.9,9.6,3.8,1.6,0.4,2.8,EVET
Alonzo Mourning*,78,33.9,21,7.3,14.3,51.1,0,0,0,6.3,8.1,78.1,3.4,6.9,10.3,1,0.3,3.5,3,EVET
LaPhonso Ellis,82,33.5,14.7,5.9,11.7,50.4,0,0.2,15.4,2.9,3.9,74.8,3.3,5.7,9.1,1.8,0.9,1.4,1.9,EVET
Clarence Weatherspoon,82,32.4,15.6,6,12.8,46.9,0,0,25,3.5,5,71.3,2.2,5,7.2,1.8,1,0.8,2.1,EVET
Robert Horry,79,29.5,10.1,4.1,8.6,47.4,0.2,0.6,25.5,1.8,2.5,71.5,1.4,3.5,5,2.4,1,1.1,2,EVET
Sean Rooks,72,29,13.5,5.1,10.4,49.3,0,0,0,3.3,5.4,60.2,2.7,4.7,7.4,1.3,0.5,1.1,2.2,EVET
Walt Williams,59,28.4,17,6.1,13.9,43.5,1,3.2,31.9,3.8,5.1,74.2,1.9,2.5,4.5,3,1.1,0.5,3,EVET
Anthony Avent,82,27.9,9.8,4.2,9.8,43.3,0,0,0,1.4,2.1,65.1,2.2,4,6.2,1.1,0.7,0.9,1.7,EVET
Richard Dumas,48,27.5,15.8,6.3,12,52.4,0,0.1,33.3,3.2,4.5,70.7,2.1,2.6,4.6,1.3,1.8,0.8,1.9,HAYIR
Todd Day,71,27.2,13.8,5,11.7,43.2,0.8,2.6,29.3,3,4.2,71.7,2,2.1,4.1,1.6,1.1,0.7,1.7,EVET
Bryant Stith,39,22.2,8.9,3.2,7.1,44.6,0,0.1,0,2.5,3.1,83.2,1,2.2,3.2,1.3,0.6,0.1,1.1,EVET
Doug Overton,45,22,8.1,3.4,7.2,47.1,0.1,0.3,23.1,1.3,1.8,72.8,0.6,1.8,2.4,3.5,0.7,0.1,1.6,EVET
Anthony Peeler,77,21.5,10.4,3.9,8.2,46.8,0.6,1.5,39,2.1,2.7,78.6,0.8,1.5,2.3,2.2,0.8,0.2,1.6,EVET
Walter Bond,74,21.3,8,3.1,7.6,40.2,0.1,0.6,16.7,1.7,2.3,77.2,0.7,1.9,2.6,1.6,1,0.2,1.5,HAYIR
Andre Spencer,20,21.1,9.4,3.7,8.2,44.8,0,0.1,0,2.1,2.7,75.9,1.9,2.2,4.1,1.2,0.8,0.3,1.3,HAYIR
Lloyd Daniels,77,20.4,9.1,3.7,8.4,44.3,0.8,2.3,33.3,0.9,1.3,72.7,1.1,1.7,2.8,1.9,0.5,0.4,1.3,EVET
Oliver Miller,56,19.1,5.6,2.2,4.6,47.5,0,0.1,0,1.3,1.8,71,1.3,3.7,4.9,2.1,0.7,1.8,1.9,EVET
Harold Miner,73,18.9,10.3,4,8.4,47.5,0,0.1,33.3,2.2,2.9,76.2,1,1,2,1,0.5,0.1,1.3,HAYIR
T.J. Warren,40,15.4,6.1,2.8,5.4,52.8,0.1,0.5,23.8,0.4,0.5,73.7,1,1.1,2.1,0.6,0.5,0.2,0.7,HAYIR
Adam Keefe,82,18.9,6.6,2.3,4.6,50,0,0,0,2,2.9,70,2.1,3.2,5.3,1,0.7,0.2,1.2,EVET
Lee Mayberry,82,18.3,5.2,2.1,4.6,45.6,0.5,1.3,39.1,0.5,0.8,57.4,0.3,1.1,1.4,3.3,0.7,0.1,1,EVET
Hubert Davis,50,16.3,5.4,2.2,5,43.8,0.1,0.4,31.6,0.9,1.1,79.6,0.3,0.9,1.1,1.7,0.4,0.1,0.9,EVET
Byron Houston,79,16.1,5.3,1.8,4.1,44.6,0,0.1,28.6,1.6,2.5,66.5,1.5,2.5,4,0.9,0.6,0.5,1.1,HAYIR
Chris Smith,80,15.8,4.3,1.6,3.6,43.3,0,0.2,14.3,1.2,1.5,79.2,0.4,0.8,1.2,2.5,0.6,0.2,0.8,HAYIR
Chris Smith,80,15.8,4.3,1.6,3.6,43.3,0,0.2,14.3,1.2,1.5,79.2,0.4,0.8,1.2,2.5,0.6,0.2,0.8,HAYIR
Brent Price,68,12.6,3.9,1.5,4.1,35.8,0.1,0.7,16.7,0.8,1,79.4,0.4,1.1,1.5,2.3,0.8,0,1.3,EVET
Marlon Maxey,43,12.1,5.4,2.2,3.9,55,0,0,0,1,1.6,64.3,1.5,2.3,3.8,0.3,0.3,0.4,0.9,HAYIR
Litterial Green,52,12,4.5,1.7,3.8,43.9,0,0.2,10,1.2,1.8,62.5,0.2,0.4,0.7,2.2,0.4,0.1,0.8,EVET
Jon Barry,47,11.7,4.4,1.6,4.4,36.9,0.4,1.3,33.3,0.7,1,67.3,0.2,0.7,0.9,1.4,0.7,0.1,0.9,EVET
